Model,Variant,MAE,RMSE,R2,CV_RMSE_mean,CV_RMSE_std,Path,Submission
XGBoost,log,14714.07290400254,22972.974427332738,0.9206337525682087,0.122556754498693,0.011531132221947947,/Users/burak1/Development/Kaggle/HousePrices/HousePrices/models/xgb_tuned_log.pkl,– keine –
